,model,hidden_layer_sizes,activation,solver,alpha,score
562,nn_regressor,"(100, 50, 25, 10)",relu,sgd,0.0003359818286283781,0.5263157894736842
569,nn_regressor,"(100, 50, 25, 10)",relu,sgd,0.023357214690901212,0.5263157894736842
91,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.07847599703514607,0.5263157894736842
617,nn_regressor,"(100, 50, 25, 10)",logistic,lbfgs,2.9763514416313193,0.5263157894736842
83,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.0006158482110660267,0.5263157894736842
665,nn_regressor,"(100, 50, 25, 10)",tanh,lbfgs,0.00206913808111479,0.5263157894736842
88,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.012742749857031334,0.5263157894736842
669,nn_regressor,"(100, 50, 25, 10)",tanh,lbfgs,0.023357214690901212,0.5263157894736842
87,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.0069519279617756054,0.5263157894736842
86,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.00379269019073225,0.5263157894736842
85,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.00206913808111479,0.5263157894736842
666,nn_regressor,"(100, 50, 25, 10)",tanh,lbfgs,0.00379269019073225,0.5263157894736842
84,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.0011288378916846883,0.5263157894736842
681,nn_regressor,"(100, 50, 25, 10)",tanh,sgd,0.00018329807108324357,0.5263157894736842
680,nn_regressor,"(100, 50, 25, 10)",tanh,sgd,0.0001,0.5263157894736842
82,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.0003359818286283781,0.5263157894736842
89,nn_regressor,"(80, 20, 40, 5)",relu,sgd,0.023357214690901212,0.5263157894736842
