driver,time,lapNum,s1,s2,s3,spI1,spI2,SpeedFL,spst,isPB,compound,tyrelife,isFresh,Stint,trackStatus,isAccurate,season,round
5,84.02,9.0,27.635,28.2,28.185,242.0,280.0,309.0,311.0,True,SOFT,2.0,True,2,1,True,2021,20
55,84.033,10.0,27.614,28.232,28.187,239.0,278.0,302.0,311.0,True,SOFT,2.0,True,3,1,True,2021,20
31,84.041,9.0,27.638,28.249,28.154,244.0,277.0,295.0,308.0,True,SOFT,2.0,True,2,1,True,2021,20
14,84.056,7.0,27.397,28.197,28.462,247.0,277.0,305.0,313.0,True,SOFT,2.0,True,2,1,True,2021,20
16,84.095,10.0,27.466,28.356,28.273,244.0,279.0,299.0,308.0,True,SOFT,2.0,True,3,1,True,2021,20
3,84.135,10.0,27.701,28.318,28.116,245.0,281.0,305.0,315.0,True,SOFT,2.0,True,2,1,True,2021,20
7,84.631,16.0,27.735,28.533,28.363,240.0,280.0,304.0,313.0,True,SOFT,5.0,True,3,1,True,2021,20
63,84.954,11.0,27.973,28.607,28.374,244.0,277.0,305.0,313.0,True,SOFT,4.0,True,2,1,True,2021,20
99,85.072,12.0,27.792,28.817,28.463,240.0,281.0,307.0,317.0,True,SOFT,2.0,True,3,1,True,2021,20
6,85.209,8.0,28.112,28.53,28.567,241.0,281.0,301.0,308.0,True,SOFT,2.0,True,2,1,True,2021,20
47,85.575,11.0,28.078,28.777,28.72,240.0,281.0,306.0,317.0,True,SOFT,6.0,True,2,1,True,2021,20
44,89.018,8.0,32.624,28.438,27.956,288.0,319.0,300.0,323.0,True,MEDIUM,8.0,False,2,1,True,2021,21
77,89.079,8.0,32.798,28.389,27.892,291.0,321.0,303.0,326.0,True,MEDIUM,8.0,True,1,1,True,2021,21
10,89.099,15.0,32.419,28.463,28.217,287.0,316.0,294.0,313.0,True,SOFT,7.0,False,3,1,True,2021,21
33,89.213,14.0,32.55,28.581,28.082,288.0,313.0,304.0,317.0,True,SOFT,6.0,True,2,1,True,2021,21
14,89.441,11.0,32.54,28.665,28.236,288.0,310.0,295.0,322.0,True,SOFT,4.0,True,2,1,True,2021,21
31,89.555,14.0,32.689,28.612,28.254,290.0,315.0,303.0,323.0,True,SOFT,6.0,True,3,1,True,2021,21
55,89.589,17.0,32.488,28.964,28.137,286.0,311.0,297.0,316.0,True,SOFT,7.0,False,4,1,True,2021,21
22,89.597,7.0,32.778,28.608,28.211,287.0,316.0,293.0,321.0,True,HARD,7.0,True,1,1,True,2021,21
11,89.768,15.0,32.742,28.801,28.225,286.0,313.0,302.0,318.0,True,SOFT,6.0,True,2,1,True,2021,21
16,89.772,13.0,32.706,28.912,28.154,286.0,315.0,303.0,320.0,True,SOFT,3.0,True,3,1,True,2021,21
3,89.968,8.0,33.018,28.765,28.185,289.0,321.0,304.0,326.0,True,HARD,8.0,True,1,1,True,2021,21
4,90.004,9.0,32.755,28.971,28.278,285.0,309.0,305.0,318.0,True,SOFT,9.0,False,2,2,True,2021,21
99,90.11,15.0,32.889,28.884,28.337,283.0,316.0,298.0,321.0,True,SOFT,6.0,True,2,1,True,2021,21
7,90.276,17.0,32.955,29.01,28.311,284.0,314.0,295.0,319.0,True,SOFT,8.0,True,2,1,True,2021,21
18,90.442,6.0,33.083,28.902,28.457,285.0,311.0,295.0,318.0,True,MEDIUM,6.0,True,1,1,True,2021,21
5,90.502,11.0,33.005,29.05,28.447,287.0,312.0,298.0,322.0,True,SOFT,4.0,True,2,1,True,2021,21
63,90.506,10.0,33.157,28.835,28.514,287.0,314.0,295.0,320.0,True,SOFT,4.0,True,2,1,True,2021,21
47,90.652,7.0,33.175,29.013,28.464,286.0,315.0,299.0,320.0,True,SOFT,2.0,True,2,1,True,2021,21
6,91.039,4.0,33.488,29.115,28.436,289.0,319.0,307.0,326.0,True,MEDIUM,4.0,True,1,1,True,2021,21
9,91.629,11.0,33.746,29.181,28.701999999999998,283.0,317.0,300.0,322.0,True,SOFT,6.0,True,2,1,True,2021,21
44,83.691,13.0,17.207,36.209,30.275,288.0,315.0,221.0,319.0,True,SOFT,6.0,False,3,1,True,2021,22
31,84.034,12.0,17.299,36.182,30.553,290.0,317.0,221.0,321.0,True,SOFT,5.0,True,2,1,True,2021,22
77,84.083,10.0,17.388,36.323,30.372,286.0,314.0,220.0,320.0,True,SOFT,2.0,True,3,1,True,2021,22
33,84.332,9.0,17.381,36.391,30.56,285.0,316.0,217.0,318.0,True,SOFT,2.0,True,2,1,True,2021,22
11,84.4,13.0,17.44,36.272,30.688,286.0,314.0,219.0,320.0,True,SOFT,5.0,True,3,1,True,2021,22
14,84.495,9.0,17.39,36.351,30.754,283.0,312.0,216.0,314.0,True,SOFT,4.0,True,2,1,True,2021,22
22,84.532,11.0,17.544,,,284.0,,218.0,316.0,True,SOFT,5.0,True,3,1,False,2021,22
16,84.557,10.0,17.502,36.389,30.666,282.0,313.0,222.0,314.0,True,SOFT,3.0,False,3,1,True,2021,22
55,84.844,12.0,17.533,36.336,30.975,282.0,314.0,220.0,317.0,True,SOFT,4.0,False,3,1,True,2021,22
10,84.94,13.0,17.487,36.582,30.871,283.0,313.0,219.0,315.0,True,SOFT,5.0,True,2,1,True,2021,22
3,84.959,8.0,17.551,36.705,30.703,278.0,300.0,219.0,313.0,True,SOFT,8.0,True,1,1,True,2021,22
99,85.108,16.0,17.448,36.62,31.04,283.0,314.0,220.0,318.0,True,SOFT,6.0,True,2,1,True,2021,22
4,85.153,2.0,17.593,36.705,30.855,280.0,315.0,220.0,317.0,True,SOFT,2.0,True,1,1,True,2021,22
5,85.195,10.0,17.494,36.472,31.229,286.0,315.0,219.0,317.0,True,SOFT,3.0,True,2,1,True,2021,22
18,85.385,7.0,17.511,36.368,31.506,286.0,315.0,221.0,318.0,True,SOFT,2.0,True,2,1,True,2021,22
7,85.44,11.0,17.536,36.532,31.372,286.0,317.0,217.0,321.0,True,SOFT,2.0,True,2,1,True,2021,22
63,85.549,11.0,17.459,36.731,31.359,282.0,313.0,222.0,318.0,True,SOFT,4.0,True,2,1,True,2021,22
6,85.687,10.0,17.497,36.862,31.328,285.0,313.0,219.0,318.0,True,SOFT,4.0,True,2,1,True,2021,22
47,85.784,10.0,17.58,36.767,31.437,284.0,312.0,215.0,315.0,True,SOFT,3.0,True,2,1,True,2021,22
9,86.336,10.0,17.76,37.057,31.519,282.0,310.0,216.0,320.0,True,SOFT,4.0,True,2,1,True,2021,22
